source_key,institution_name,institution_short_name,country_code,region_code,source_name,base_url,listing_url,source_type,adapter_key,crawl_interval_minutes,language_codes,audience_hints,robots_checked_at,robots_status,terms_status,api_docs_url,rss_feed_url,contact_url,enabled,notes,config_json
src-0224,DGRSDT,,DZ,middle_east_north_africa,Research Calls,https://www.dgrsdt.dz,https://www.dgrsdt.dz/,html,src-0224_html_v1,720,"en,fr,ar",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Scientific research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0224"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0225,Islamic Development Bank,,XX,middle_east_north_africa,IsDB Calls and Programs,https://www.isdb.org,https://www.isdb.org/,html,src-0225_html_v1,720,"en,fr,ar","sme,development",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Development; science; technology; innovation"", ""geographic_scope"": ""regional"", ""legacy_source_id"": ""SRC-0225"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_portal""}"
src-0226,African Development Bank,,XX,africa,AfDB Calls and Opportunities,https://www.afdb.org,https://www.afdb.org/en/projects-and-operations/procurement,html,src-0226_html_v1,720,"en,fr","climate,development",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Development; energy; infrastructure; climate"", ""geographic_scope"": ""regional"", ""legacy_source_id"": ""SRC-0226"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_portal""}"
src-0227,African Union,,XX,africa,AU Opportunities,https://au.int,https://au.int/en/opportunities,html,src-0227_html_v1,720,"en,fr","researcher,sme,development",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research; youth; innovation; development"", ""geographic_scope"": ""regional"", ""legacy_source_id"": ""SRC-0227"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_portal""}"
src-0228,AUDA-NEPAD,,XX,africa,Opportunities,https://www.nepad.org,https://www.nepad.org/opportunities,html,src-0228_html_v1,720,"en,fr",,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Agriculture; science; capacity building"", ""geographic_scope"": ""regional"", ""legacy_source_id"": ""SRC-0228"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_portal""}"
src-0229,National Research Foundation,,ZA,africa,NRF Funding,https://www.nrf.ac.za,https://www.nrf.ac.za/funding/,html,src-0229_html_v1,720,"en,fr",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0229"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0230,Technology Innovation Agency,,ZA,africa,TIA Funding,https://www.tia.org.za,https://www.tia.org.za/funding/,html,src-0230_html_v1,720,"en,fr",,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Technology commercialisation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0230"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0231,National Research Fund,,KE,africa,NRF Kenya Calls,https://www.nrf.go.ke,https://www.nrf.go.ke/funding-opportunities/,html,src-0231_html_v1,720,"en,fr","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0231"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0232,Tertiary Education Trust Fund,,NG,africa,TETFund Programs,https://tetfund.gov.ng,https://tetfund.gov.ng/,html,src-0232_html_v1,720,"en,fr","researcher,education",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Higher education and research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0232"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0233,NITDA,,NG,africa,NITDA Opportunities,https://nitda.gov.ng,https://nitda.gov.ng/,html,src-0233_html_v1,720,"en,fr",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Digital technology and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0233"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0234,Ministry of Environment Science Technology and Innovation,,GH,africa,MESTI Opportunities,https://mesti.gov.gh,https://mesti.gov.gh/,html,src-0234_html_v1,720,"en,fr",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; technology; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0234"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0235,Uganda National Council for Science and Technology,,UG,africa,UNCST Calls,https://www.uncst.go.ug,https://www.uncst.go.ug/,html,src-0235_html_v1,720,"en,fr",,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science and technology"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0235"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0236,Tanzania Commission for Science and Technology,,TZ,africa,COSTECH Calls,https://www.costech.or.tz,https://www.costech.or.tz/,html,src-0236_html_v1,720,"en,fr","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0236"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0237,National Council for Science and Technology,,RW,africa,NCST Rwanda,https://www.ncst.gov.rw,https://www.ncst.gov.rw/,html,src-0237_html_v1,720,"en,fr",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; technology; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0237"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0238,Ministry of Innovation and Technology,,ET,africa,Programs,https://mint.gov.et,https://mint.gov.et/,html,src-0238_html_v1,720,"en,fr",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Innovation and technology"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0238"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0239,Ministry of Higher Education Research and Innovation,,SN,africa,Research Opportunities,https://mesr.gouv.sn,https://mesr.gouv.sn/,html,src-0239_html_v1,720,"en,fr","researcher,education",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and higher education"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0239"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0240,Australian Government,,AU,oceania,GrantConnect,https://www.grants.gov.au,https://www.grants.gov.au/,html,src-0240_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Australian federal grants"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0240"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0241,Business.gov.au,,AU,oceania,Grants and Programs Finder,https://business.gov.au,https://business.gov.au/grants-and-programs,html,src-0241_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business grants; federal and state programmes"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0241"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0242,Australian Research Council,,AU,oceania,ARC Grants,https://www.arc.gov.au,https://www.arc.gov.au/funding-research,html,src-0242_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0242"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0243,National Health and Medical Research Council,,AU,oceania,NHMRC Funding,https://www.nhmrc.gov.au,https://www.nhmrc.gov.au/funding,html,src-0243_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Health and medical research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0243"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0244,Australian Renewable Energy Agency,,AU,oceania,ARENA Funding,https://arena.gov.au,https://arena.gov.au/funding/,html,src-0244_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Renewable energy"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0244"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0245,Ministry of Business Innovation and Employment,,NZ,oceania,MBIE Funding Information,https://www.mbie.govt.nz,https://www.mbie.govt.nz/science-and-technology/science-and-innovation/funding-information-and-opportunities,html,src-0245_html_v1,720,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; innovation; business"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0245"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0246,Royal Society Te Apārangi,,NZ,oceania,Research Funding,https://www.royalsociety.org.nz,https://www.royalsociety.org.nz/what-we-do/funds-and-opportunities/,html,src-0246_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0246"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0247,Callaghan Innovation,,NZ,oceania,Funding and Grants,https://www.callaghaninnovation.govt.nz,https://www.callaghaninnovation.govt.nz/products/funding-and-grants/,html,src-0247_html_v1,720,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business R&D and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0247"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0248,Health Research Council,,NZ,oceania,HRC Funding,https://www.hrc.govt.nz,https://www.hrc.govt.nz/grants-funding,html,src-0248_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Health research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0248"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0249,Pacific Community,,XX,oceania,SPC Opportunities,https://www.spc.int,https://www.spc.int/,html,src-0249_html_v1,720,en,development,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Pacific regional development"", ""geographic_scope"": ""regional"", ""legacy_source_id"": ""SRC-0249"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_portal""}"
